14999,2018,toyota,rav4,excellent,104000
19971,2012,toyota,tundra,good,150586
19987,2016,subaru,outback,excellent,49000
14999,2018,toyota,rav4,excellent,104000
16777,2018,toyota,rav4,good,82778
30221,2019,toyota,tacoma,good,17347
36591,2018,toyota,4runner,excellent,46886
23251,2019,toyota,rav4,excellent,22398
29999,2015,toyota,4runner,excellent,51966
15775,2011,toyota,tundra,good,128980
28975,2014,toyota,tundra,good,130404
25445,2010,toyota,tundra,good,118160
28990,2017,toyota,tacoma,good,27378
19999,2011,toyota,tacoma,excellent,119002
28990,2018,toyota,tacoma,good,17117
19575,2012,toyota,4runner,good,108343
13795,2005,toyota,tacoma,good,172960
27590,2016,toyota,tacoma,good,24849
13885,2005,toyota,tacoma,good,172960
25900,2015,toyota,tacoma,good,87082
18785,2017,toyota,rav4,good,85201
26295,2016,toyota,tacoma,good,113773
10990,2005,toyota,4runner,good,218046
10395,2003,toyota,tacoma,good,233960
8695,2010,toyota,rav4,good,155500
17990,2014,honda,accord,good,34791
13255,2007,toyota,4runner,good,157228
28590,2019,toyota,tacoma,good,3906
17650,2013,toyota,tacoma,good,37082
21655,2011,toyota,tundra,good,147183
25485,2012,toyota,tacoma,good,95108
10990,2005,toyota,tundra,good,248990
9999,2013,honda,accord,excellent,124755
12995,2015,honda,accord,good,78831
15700,2015,subaru,wrx,good,82873
18500,2016,honda,accord,excellent,46700
2600,2003,subaru,outback,good,195000
4500,2003,subaru,wrx,good,153387
32500,2017,toyota,tacoma,excellent,12400
1750,2000,honda,accord,fair,153000
23000,2014,subaru,wrx,excellent,64600
2700,2002,honda,accord,excellent,180000
6995,2010,subaru,forester,excellent,176000
7200,2004,toyota,tundra,good,168000
13255,2007,toyota,4runner,good,157228
2500,2004,honda,civic,good,150000
6150,2003,toyota,tundra,excellent,196000
7500,2012,honda,civic,excellent,97891
11999,2005,toyota,4runner,excellent,161563
13500,2006,toyota,tacoma,good,109553
12900,2015,toyota,rav4,excellent,118382
16590,2014,toyota,tacoma,good,101812
19990,2017,honda,accord,good,28953
16990,2013,toyota,rav4,good,87275
19999,2011,toyota,tacoma,excellent,119002
13799,2015,subaru,forester,excellent,110275
3200,2007,honda,accord,good,217103
3850,2002,honda,accord,excellent,149000
14000,2007,toyota,tundra,good,184000
3500,2000,toyota,4runner,excellent,220080
5995,2001,toyota,4runner,excellent,185951
6995,2010,honda,accord,excellent,137863
9500,2000,toyota,4runner,excellent,216589
21000,2008,toyota,tacoma,excellent,133000
16000,2005,toyota,tundra,excellent,103900
24800,2014,toyota,tacoma,excellent,46000
5995,2014,subaru,forester,excellent,137300
6999,2013,honda,civic,excellent,62100
17995,2018,subaru,forester,excellent,95000
35990,2018,honda,civic,good,28247
14590,2012,subaru,forester,good,74632
6500,2007,honda,accord,good,97773
5500,2005,honda,accord,excellent,95000
2695,2001,honda,accord,good,184750
12000,2005,toyota,tundra,good,146000
16995,2015,toyota,rav4,excellent,57000
11995,2009,subaru,forester,excellent,93000
14900,2014,toyota,rav4,excellent,78125
24990,2017,subaru,outback,good,34802
12990,2011,subaru,outback,good,90556
6990,2008,honda,accord,excellent,115268
9950,2010,toyota,rav4,good,115000
12950,2013,toyota,rav4,excellent,106000
27990,2013,toyota,tundra,good,70110
10000,2011,toyota,rav4,excellent,150000
28590,2017,toyota,tacoma,good,8194
32990,2016,toyota,4runner,good,37274
14990,2014,honda,civic,good,28055
24990,2017,subaru,wrx,good,22593
39590,2018,toyota,tundra,good,23983
28990,2018,toyota,tacoma,good,17117
6995,2003,toyota,4runner,excellent,186000
12995,2013,toyota,rav4,excellent,100400
17590,2014,honda,accord,good,54690
6750,2008,honda,accord,good,123000
10000,2010,honda,civic,excellent,78612
23995,2014,toyota,tacoma,excellent,40000
19000,2018,toyota,rav4,excellent,29600
3750,2000,toyota,4runner,fair,227000
3500,2000,honda,civic,fair,352140
7999,2014,honda,accord,excellent,111300
18000,2011,toyota,tundra,excellent,105000
9000,2014,subaru,forester,excellent,114760
17990,2014,toyota,rav4,good,55948
4800,2008,honda,civic,excellent,145895
29995,2018,toyota,tacoma,excellent,25470
7995,2006,toyota,tacoma,excellent,164864
3500,2004,subaru,wrx,good,244223
15444,2016,toyota,rav4,excellent,117000
9900,2013,honda,civic,excellent,65000
2200,2002,honda,civic,good,190000
8900,2014,honda,accord,excellent,69000
3800,2008,honda,civic,good,152187
6300,2012,honda,civic,excellent,107500
4900,2001,honda,accord,good,103000
31999,2015,toyota,tundra,good,121197
6900,2010,honda,accord,good,162212
7999,2014,honda,civic,good,113654
8800,2013,honda,accord,good,117500
4200,2004,honda,accord,excellent,130
4900,2003,honda,accord,excellent,146000
9900,2014,honda,accord,excellent,69000
4700,2007,honda,civic,excellent,175000
4700,2007,honda,civic,good,147000
24500,2013,toyota,4runner,good,82017
26995,2013,toyota,4runner,good,82119
13417,2012,subaru,forester,good,69933
24500,2013,toyota,4runner,good,82017
26995,2013,toyota,4runner,good,82119
29495,2019,toyota,rav4,good,34438
26900,2018,toyota,tacoma,excellent,6600
14900,2017,subaru,forester,good,98308
13000,2008,toyota,tacoma,excellent,205000
18900,2012,subaru,wrx,excellent,105034
6900,2010,toyota,rav4,good,185828
2500,2005,honda,accord,good,200000
9976,2013,subaru,forester,good,131775
12900,2000,toyota,tundra,good,183000
8777,2011,subaru,forester,good,131710
17900,2016,honda,accord,excellent,67190
3900,2008,honda,civic,good,203689
16995,2016,honda,accord,excellent,52385
400,2002,subaru,outback,fair,230000
18900,2012,subaru,wrx,excellent,105034
9976,2013,subaru,forester,good,131775
1600,2000,honda,accord,good,150000
31995,2014,toyota,tundra,good,122420
31995,2014,toyota,tundra,good,122420
14988,2016,honda,civic,good,57634
9976,2013,subaru,forester,good,131775
17900,2016,honda,accord,excellent,67190
17295,2017,honda,civic,good,66351
3900,2008,honda,civic,good,203689
15900,2017,honda,civic,good,75508
19900,2012,subaru,wrx,excellent,105034
5900,2005,subaru,outback,excellent,161000
18500,2012,toyota,4runner,good,112000
15995,2016,subaru,forester,good,94605
34900,2018,toyota,tacoma,good,39862
5800,2011,honda,civic,excellent,115000
17995,2015,honda,accord,good,32178
8250,2010,honda,accord,good,155704
6900,2012,honda,civic,good,139789
23995,2013,toyota,4runner,good,117179
17900,2016,honda,accord,excellent,67190
19900,2012,subaru,wrx,excellent,105034
3700,2007,honda,accord,excellent,209000
3950,2005,honda,civic,good,172000
15995,2016,subaru,forester,good,94605
6777,2008,subaru,outback,good,183552
14995,2016,honda,accord,good,136620
8467,2010,subaru,outback,good,173910
7295,2003,toyota,4runner,good,212456
12995,2013,subaru,outback,good,88586
15995,2016,subaru,forester,good,94605
5700,2011,honda,civic,excellent,177000
17950,2018,honda,civic,excellent,37998
15288,2013,toyota,tacoma,good,104176
16500,2016,subaru,forester,good,94605
17900,2016,honda,accord,excellent,67190
43800,2018,toyota,tundra,good,25507
16800,2008,subaru,wrx,good,92599
5900,2004,toyota,tundra,good,280008
12500,2008,toyota,tacoma,good,172000
5700,2006,honda,accord,excellent,100000
11250,2013,honda,civic,excellent,34500
5700,2006,honda,accord,excellent,100000
9976,2013,subaru,forester,good,131775
12995,2013,subaru,outback,good,88586
16500,2016,honda,civic,excellent,39800
13295,2013,honda,accord,good,70804
7867,2010,subaru,outback,good,173910
7295,2003,toyota,4runner,good,212456
6777,2008,subaru,outback,good,183552
5500,2006,toyota,4runner,good,282275
28590,2018,toyota,tacoma,good,17553
27990,2013,toyota,tundra,good,70110
27990,2019,toyota,tacoma,good,7607
2900,2000,honda,accord,good,125000
27590,2016,toyota,tacoma,good,24849
27590,2014,toyota,tundra,good,82764
15990,2015,honda,civic,good,56947
28990,2018,toyota,tacoma,good,12719
28990,2013,toyota,tundra,good,23490
41590,2019,toyota,4runner,good,16500
42990,2020,toyota,4runner,good,6134
2250,2003,honda,accord,good,200000
1900,2004,toyota,tacoma,excellent,101600
2500,2004,honda,civic,excellent,286000
17000,2013,toyota,tacoma,excellent,202000
4000,2004,honda,civic,excellent,185000
3150,2006,honda,civic,good,228027
4250,2002,honda,accord,excellent,177000
15000,2007,toyota,4runner,excellent,166000
4495,2007,honda,civic,good,142327
13900,2004,toyota,tacoma,excellent,101600
10141,2013,subaru,forester,good,131775
5999,2004,honda,accord,excellent,99000
4500,2002,subaru,forester,good,102000
5500,2008,honda,accord,good,154200
26900,2014,toyota,tundra,good,87511
26288,2013,toyota,4runner,excellent,93833
27990,2019,toyota,tacoma,good,4686
10600,2011,honda,civic,excellent,72000
27590,2016,toyota,tacoma,good,24849
27990,2017,toyota,tacoma,good,12502
14999,2011,toyota,tundra,excellent,165000
34990,2017,toyota,tacoma,good,18093
11900,2014,subaru,forester,excellent,105277
5100,2007,honda,civic,excellent,170165
9550,2011,toyota,tacoma,excellent,88000
1500,2002,honda,civic,good,180000
3200,2004,honda,accord,good,190000
23500,2018,subaru,wrx,excellent,25500
